iter	Passed	Remaining
474	3060	3382
475	3067	3376
476	3073	3370
477	3080	3364
478	3086	3357
479	3094	3352
480	3100	3345
481	3107	3339
482	3113	3332
483	3119	3325
484	3126	3320
485	3132	3313
486	3139	3307
487	3146	3300
488	3151	3293
489	3160	3289
490	3166	3282
491	3172	3276
492	3179	3269
493	3185	3262
494	3192	3256
495	3198	3249
496	3204	3243
497	3211	3236
498	3216	3229
499	3224	3224
500	3230	3217
501	3237	3212
502	3244	3205
503	3250	3198
504	3257	3193
505	3264	3186
506	3271	3180
507	3277	3174
508	3283	3167
509	3290	3161
510	3296	3154
511	3303	3148
512	3309	3141
513	3315	3135
514	3322	3129
515	3328	3122
516	3335	3116
517	3342	3109
518	3348	3103
519	3355	3097
520	3360	3090
521	3367	3083
522	3373	3077
523	3379	3069
524	3385	3063
525	3391	3056
526	3397	3049
527	3404	3043
528	3409	3035
529	3415	3029
530	3421	3022
531	3427	3014
532	3433	3008
533	3440	3001
534	3446	2995
535	3453	2989
536	3459	2982
537	3465	2975
538	3471	2968
539	3477	2962
540	3485	2957
541	3492	2951
542	3500	2946
543	3507	2939
544	3514	2934
545	3521	2928
546	3529	2922
547	3536	2917
548	3543	2910
549	3551	2905
550	3558	2899
551	3567	2895
552	3574	2889
553	3583	2885
554	3590	2879
555	3599	2874
556	3606	2868
557	3615	2863
558	3621	2857
559	3630	2852
560	3637	2846
561	3644	2840
562	3651	2834
563	3659	2828
564	3666	2822
565	3672	2815
566	3681	2811
567	3687	2804
568	3695	2799
569	3702	2793
570	3710	2787
571	3717	2781
572	3724	2775
573	3732	2770
574	3740	2764
575	3748	2759
576	3755	2753
577	3763	2747
578	3770	2741
579	3779	2737
580	3786	2730
581	3794	2725
582	3801	2719
583	3809	2713
584	3816	2707
585	3825	2702
586	3832	2696
587	3840	2690
588	3847	2684
589	3856	2679
590	3863	2673
591	3870	2667
592	3878	2661
593	3884	2655
594	3893	2650
595	3900	2644
596	3909	2638
597	3916	2632
598	3924	2627
599	3932	2621
600	3939	2615
601	3947	2609
602	3954	2603
603	3961	2597
604	3968	2591
605	3976	2585
606	3981	2578
607	3989	2572
608	3995	2565
609	4002	2559
610	4009	2552
611	4015	2545
612	4022	2539
613	4028	2532
614	4034	2525
615	4041	2519
616	4046	2512
617	4054	2506
618	4060	2499
619	4066	2492
620	4073	2485
621	4079	2479
622	4086	2472
623	4092	2465
624	4097	2458
625	4105	2452
626	4110	2445
627	4117	2439
628	4124	2432
629	4129	2425
630	4138	2419
631	4143	2412
632	4151	2406
633	4157	2399
634	4162	2392
635	4169	2386
636	4174	2378
637	4180	2371
638	4187	2365
639	4193	2358
640	4200	2352
641	4207	2346
642	4213	2339
643	4220	2332
644	4226	2326
645	4233	2319
646	4239	2313
647	4246	2306
648	4253	2300
649	4259	2293
650	4266	2287
651	4272	2280
652	4277	2273
653	4284	2266
654	4290	2259
655	4296	2253
656	4303	2246
657	4308	2239
658	4315	2233
659	4321	2226
660	4328	2220
661	4335	2213
662	4341	2206
663	4348	2200
664	4353	2193
665	4359	2186
666	4366	2180
667	4372	2173
668	4379	2166
669	4385	2160
670	4391	2153
671	4398	2146
672	4404	2140
673	4411	2133
674	4417	2127
675	4423	2120
676	4430	2113
677	4436	2107
678	4442	2100
679	4449	2093
680	4454	2086
681	4461	2080
682	4467	2073
683	4473	2066
684	4479	2060
685	4485	2053
686	4492	2046
687	4498	2040
688	4504	2033
689	4510	2026
690	4516	2019
691	4522	2012
692	4529	2006
693	4535	1999
694	4541	1993
695	4549	1986
696	4555	1980
697	4562	1974
698	4568	1967
699	4577	1961
700	4583	1955
701	4590	1948
702	4597	1942
703	4603	1935
704	4611	1929
705	4616	1922
706	4624	1916
707	4630	1909
708	4635	1902
709	4642	1896
710	4648	1889
711	4655	1882
712	4661	1876
713	4667	1869
714	4674	1863
715	4680	1856
716	4686	1849
717	4692	1842
718	4697	1835
719	4704	1829
720	4710	1822
721	4716	1816
722	4723	1809
723	4729	1802
724	4735	1796
725	4742	1789
726	4747	1782
727	4753	1776
728	4759	1769
729	4765	1762
730	4772	1756
731	4778	1749
732	4784	1742
733	4790	1736
734	4796	1729
735	4802	1722
736	4809	1716
737	4814	1709
738	4821	1702
739	4826	1695
740	4832	1689
741	4839	1682
742	4844	1675
743	4851	1669
744	4857	1662
745	4862	1655
746	4869	1649
747	4875	1642
748	4881	1636
749	4888	1629
750	4893	1622
751	4900	1616
752	4906	1609
753	4912	1602
754	4919	1596
755	4925	1589
756	4931	1582
757	4937	1576
758	4942	1569
759	4950	1563
760	4957	1556
761	4963	1550
762	4970	1543
763	4976	1537
764	4982	1530
765	4989	1524
766	4995	1517
767	5003	1511
768	5008	1504
769	5015	1498
770	5022	1491
771	5027	1484
772	5035	1478
773	5041	1472
774	5048	1465
775	5054	1459
776	5060	1452
777	5067	1445
778	5073	1439
779	5079	1432
780	5086	1426
781	5092	1419
782	5100	1413
783	5105	1406
784	5112	1400
785	5119	1393
786	5124	1387
787	5132	1380
788	5138	1374
789	5145	1367
790	5151	1361
791	5156	1354
792	5164	1347
793	5169	1341
794	5175	1334
795	5182	1328
796	5188	1321
797	5196	1315
798	5202	1308
799	5208	1302
800	5215	1295
801	5221	1289
802	5228	1282
803	5234	1276
804	5240	1269
805	5246	1262
806	5252	1256
807	5259	1249
808	5266	1243
809	5272	1236
810	5279	1230
811	5286	1223
812	5293	1217
813	5299	1210
814	5305	1204
815	5312	1197
816	5318	1191
817	5325	1184
818	5332	1178
819	5338	1171
820	5345	1165
821	5351	1158
822	5358	1152
823	5364	1145
824	5370	1139
825	5377	1132
826	5383	1126
827	5389	1119
828	5396	1113
829	5401	1106
830	5408	1100
831	5414	1093
832	5420	1086
833	5427	1080
834	5432	1073
835	5439	1067
836	5445	1060
837	5450	1053
838	5458	1047
839	5464	1040
840	5470	1034
841	5477	1027
842	5482	1021
843	5490	1014
844	5496	1008
845	5502	1001
846	5509	995
847	5514	988
848	5521	982
849	5528	975
850	5534	969
851	5541	962
852	5547	956
853	5554	949
854	5559	942
855	5565	936
856	5573	930
857	5579	923
858	5587	917
859	5593	910
860	5599	904
861	5606	897
862	5611	890
863	5618	884
864	5624	877
865	5630	871
866	5637	864
867	5643	858
868	5650	851
869	5656	845
870	5662	838
871	5668	832
872	5674	825
873	5680	818
874	5687	812
875	5692	805
876	5699	799
877	5707	793
878	5713	786
879	5719	779
880	5725	773
881	5732	766
882	5738	760
883	5744	753
884	5751	747
885	5757	740
886	5764	734
887	5770	727
888	5776	721
889	5783	714
890	5789	708
891	5795	701
892	5802	695
893	5807	688
894	5814	682
895	5820	675
896	5825	668
897	5832	662
898	5838	655
899	5845	649
900	5851	642
901	5857	636
902	5864	629
903	5870	623
904	5876	616
905	5883	610
906	5888	603
907	5895	597
908	5901	590
909	5907	584
910	5913	577
911	5919	571
912	5925	564
913	5931	558
914	5937	551
915	5944	545
916	5949	538
917	5955	531
918	5962	525
919	5968	518
920	5975	512
921	5981	506
922	5986	499
923	5993	492
924	5999	486
925	6004	479
926	6012	473
927	6018	466
928	6024	460
929	6031	453
930	6036	447
931	6044	440
932	6049	434
933	6055	427
934	6062	421
935	6068	414
936	6074	408
937	6081	401
938	6087	395
939	6094	388
940	6099	382
941	6106	376
942	6113	369
943	6119	362
944	6126	356
945	6132	350
946	6139	343
947	6145	337
948	6150	330
949	6157	324
950	6163	317
951	6168	311
952	6176	304
953	6181	298
954	6188	291
955	6194	285
956	6200	278
957	6208	272
958	6213	265
959	6220	259
960	6226	252
961	6232	246
962	6239	239
963	6244	233
964	6252	226
965	6259	220
966	6264	213
967	6271	207
968	6277	200
969	6283	194
970	6290	187
971	6295	181
972	6302	174
973	6308	168
974	6314	161
975	6321	155
976	6326	148
977	6333	142
978	6340	136
979	6346	129
980	6354	123
981	6361	116
982	6369	110
983	6375	103
984	6381	97
985	6387	90
986	6393	84
987	6399	77
988	6405	71
989	6411	64
990	6418	58
991	6424	51
992	6430	45
993	6436	38
994	6442	32
995	6448	25
996	6455	19
997	6461	12
998	6468	6
999	6474	0
